34,334,"ALTO ALEGRE",2016-01-08 14:42:42.462796,2016-01-08 14:42:42.462796
25,273,"JATOBA",2016-01-08 14:42:41.28871,2016-01-08 14:42:41.28871
25,272,"PESQUEIRA",2016-01-08 14:42:41.271209,2016-01-08 14:42:41.271209
25,275,"IBIMIRIM",2016-01-08 14:42:41.323235,2016-01-08 14:42:41.323235
25,276,"BUIQUE",2016-01-08 14:42:41.341703,2016-01-08 14:42:41.341703
14,116,"COLIDER",2016-01-08 14:42:38.418197,2016-01-08 14:42:38.418197
10,91,"AQUIRAZ",2016-01-08 14:42:37.993961,2016-01-08 14:42:37.993961
14,115,"JUARA",2016-01-08 14:42:38.399285,2016-01-08 14:42:38.399285
1,4,"PALMEIRA DOS INDIOS",2016-01-08 14:42:36.400999,2016-01-08 14:42:36.400999
1,6,"JOAQUIM GOMES",2016-01-08 14:42:36.43986,2016-01-08 14:42:36.43986
1,8,"FEIRA GRANDE",2016-01-08 14:42:36.480437,2016-01-08 14:42:36.480437
1,1,"PORTO REAL DO COLEGIO",2016-01-08 14:42:36.325306,2016-01-08 14:42:36.325306
1,7,"PORTO DA FOLHA",2016-01-08 14:42:36.461538,2016-01-08 14:42:36.461538
34,353,"BARCELOS",2016-01-08 14:42:42.783617,2016-01-08 14:42:42.783617
34,331,"BARCELOS",2016-01-08 14:42:42.408378,2016-01-08 14:42:42.408378
18,180,"CAREIRO DA VARZEA",2016-01-08 14:42:39.506041,2016-01-08 14:42:39.506041
18,183,"AUTAZES",2016-01-08 14:42:39.55364,2016-01-08 14:42:39.55364
34,340,"ALTO ALEGRE",2016-01-08 14:42:42.559384,2016-01-08 14:42:42.559384
34,360,"BARCELOS",2016-01-08 14:42:42.895598,2016-01-08 14:42:42.895598
34,329,"SANTA ISABEL DO RIO NEGRO",2016-01-08 14:42:42.375136,2016-01-08 14:42:42.375136
34,350,"SANTA ISABEL DO RIO NEGRO",2016-01-08 14:42:42.735215,2016-01-08 14:42:42.735215
34,341,"SANTA ISABEL DO RIO NEGRO",2016-01-08 14:42:42.575336,2016-01-08 14:42:42.575336
15,118,"OURILANDIA DO NORTE",2016-01-08 14:42:38.463651,2016-01-08 14:42:38.463651
15,117,"TUCUMA",2016-01-08 14:42:38.448208,2016-01-08 14:42:38.448208
14,114,"PEIXOTO DE AZEVEDO",2016-01-08 14:42:38.383465,2016-01-08 14:42:38.383465
23,236,"CALDAS",2016-01-08 14:42:40.586436,2016-01-08 14:42:40.586436
3,18,"TARAUACA",2016-01-08 14:42:36.664768,2016-01-08 14:42:36.664768
