base_polo_id,name,sesai_id,city_name,city_sesai_id,created_at,updated_at
178,"SÃO RAIMUNDO (PARANÁ DO JARI)",50099,"BERURI",130063,"2015-11-06 00:00:00","2015-11-06 00:00:00"
178,"NOSSA SENHORA DO GUADALUPE (L. DO SACADO)",49099,"BERURI",130063,"2015-11-06 00:00:00","2015-11-06 00:00:00"
182,"PADRE",49665,"AUTAZES",130030,"2015-11-06 00:00:00","2015-11-06 00:00:00"
173,"TAPAGEM",47916,"BORBA",130080,"2015-11-06 00:00:00","2015-11-06 00:00:00"
172,"BOM QUE DOI",49250,"MANICORE",130270,"2015-11-06 00:00:00","2015-11-06 00:00:00"
178,"DEUS É AMOR (LAGO DO MIRA)",49157,"BERURI",130063,"2015-11-06 00:00:00","2015-11-06 00:00:00"
171,"JATUARANA",48598,"MANACAPURU",130250,"2015-11-06 00:00:00","2015-11-06 00:00:00"
177,"NOVA ESPERANÇA",49416,"MANAUS",130260,"2015-11-06 00:00:00","2015-11-06 00:00:00"
170,"WARANÃ",49103,"MANAQUIRI",130255,"2015-11-06 00:00:00","2015-11-06 00:00:00"
180,"SÃO DOMINGOS",48098,"BORBA",130080,"2015-11-06 00:00:00","2015-11-06 00:00:00"
