base_polo_id,name,sesai_id,city_name,city_sesai_id,created_at,updated_at
1,"KARIRI-XOCO",51903,"PORTO REAL DO COLEGIO",270750,"2015-11-06 00:00:00","2015-11-06 00:00:00"
2,"PLAKI-Ô",51383,"SAO SEBASTIAO",270880,"2015-11-06 00:00:00","2015-11-06 00:00:00"
3,"LAJEDO DO COURO",47273,"AGUA BRANCA",270010,"2015-11-06 00:00:00","2015-11-06 00:00:00"
4,"BOQUEIRÃO",51347,"PALMEIRA DOS INDIOS",270630,"2015-11-06 00:00:00","2015-11-06 00:00:00"
4,"DESALDEADO CIDADE",47418,"PALMEIRA DOS INDIOS",270630,"2015-11-06 00:00:00","2015-11-06 00:00:00"
5,"URBANIZADA",48236,"SAO SEBASTIAO",270880,"2015-11-06 00:00:00","2015-11-06 00:00:00"
1,"DESALDEADO CIDADE",47422,"PORTO REAL DO COLEGIO",270750,"2015-11-06 00:00:00","2015-11-06 00:00:00"
6,"COCAL",51967,"JOAQUIM GOMES",270380,"2015-11-06 00:00:00","2015-11-06 00:00:00"
7,"URBANIZADO",47339,"PORTO DA FOLHA",280560,"2015-11-06 00:00:00","2015-11-06 00:00:00"
4,"SERRA DO AMARO",50944,"PALMEIRA DOS INDIOS",270630,"2015-11-06 00:00:00","2015-11-06 00:00:00"
8,"TINGUI BOTO",51905,"FEIRA GRANDE",270260,"2015-11-06 00:00:00","2015-11-06 00:00:00"
9,"ARATIKUM",49942,"PARICONHA",270642,"2015-11-06 00:00:00","2015-11-06 00:00:00"
7,"ILHA DE SÃO PEDRO",48024,"PORTO DA FOLHA",280560,"2015-11-06 00:00:00","2015-11-06 00:00:00"
10,"URBANIZADOS",50153,"PARICONHA",270642,"2015-11-06 00:00:00","2015-11-06 00:00:00"
11,"ACONÃ",46969,"TRAIPU",270920,"2015-11-06 00:00:00","2015-11-06 00:00:00"
4,"CAFURNA DE BAIXO",51343,"PALMEIRA DOS INDIOS",270630,"2015-11-06 00:00:00","2015-11-06 00:00:00"
9,"URBANIZADOS",48242,"PARICONHA",270642,"2015-11-06 00:00:00","2015-11-06 00:00:00"
4,"MATA DA CAFURNA",51344,"PALMEIRA DOS INDIOS",270630,"2015-11-06 00:00:00","2015-11-06 00:00:00"
10,"TANQUE",51854,"PARICONHA",270642,"2015-11-06 00:00:00","2015-11-06 00:00:00"
10,"ALTO DO PARICONHA",48770,"PARICONHA",270642,"2015-11-06 00:00:00","2015-11-06 00:00:00"
5,"FAZENDA TERRA NOVA",51382,"SAO SEBASTIAO",270880,"2015-11-06 00:00:00","2015-11-06 00:00:00"
8,"OLHO DÁGUA DO MEIO",51904,"FEIRA GRANDE",270260,"2015-11-06 00:00:00","2015-11-06 00:00:00"
12,"BAIXA FRESCA",49076,"INHAPI",270330,"2015-11-06 00:00:00","2015-11-06 00:00:00"
9,"SERRA DO ENGENHO",47485,"PARICONHA",270642,"2015-11-06 00:00:00","2015-11-06 00:00:00"
12,"BAIXA DO GALO",49074,"INHAPI",270330,"2015-11-06 00:00:00","2015-11-06 00:00:00"
12,"ROÇADO",49075,"INHAPI",270330,"2015-11-06 00:00:00","2015-11-06 00:00:00"
3,"SÍTIO GREGÓRIO",51899,"AGUA BRANCA",270010,"2015-11-06 00:00:00","2015-11-06 00:00:00"
9,"OURICURI",51853,"PARICONHA",270642,"2015-11-06 00:00:00","2015-11-06 00:00:00"
2,"DESALDEADO CIDADE",48233,"SAO SEBASTIAO",270880,"2015-11-06 00:00:00","2015-11-06 00:00:00"
4,"SERRA DO CAPELA",51346,"PALMEIRA DOS INDIOS",270630,"2015-11-06 00:00:00","2015-11-06 00:00:00"
4,"FAZENDA CANTO",47171,"PALMEIRA DOS INDIOS",270630,"2015-11-06 00:00:00","2015-11-06 00:00:00"
9,"FIGUEIREDO",51959,"PARICONHA",270642,"2015-11-06 00:00:00","2015-11-06 00:00:00"
4,"COITÉ",50943,"PALMEIRA DOS INDIOS",270630,"2015-11-06 00:00:00","2015-11-06 00:00:00"
9,"MOXOTÓ",51855,"PARICONHA",270642,"2015-11-06 00:00:00","2015-11-06 00:00:00"
3,"JANUÁRIA",51491,"AGUA BRANCA",270010,"2015-11-06 00:00:00","2015-11-06 00:00:00"
10,"CAMPINHOS",47720,"PARICONHA",270642,"2015-11-06 00:00:00","2015-11-06 00:00:00"
13,"TUKAMÃ",51170,"ALTAMIRA",150060,"2015-11-06 00:00:00","2015-11-06 00:00:00"
13,"APYTEREWA",49203,"SAO FELIX DO XINGU",150730,"2015-11-06 00:00:00","2015-11-06 00:00:00"
13,"MÏRATU",48260,"VITORIA DO XINGU",150835,"2015-11-06 00:00:00","2015-11-06 00:00:00"
13,"JURUÃTI",48026,"ALTAMIRA",150060,"2015-11-06 00:00:00","2015-11-06 00:00:00"
13,"PARATATIM",50179,"ALTAMIRA",150060,"2015-11-06 00:00:00","2015-11-06 00:00:00"
13,"KRÃNH",50209,"SENADOR JOSE PORFIRIO",150780,"2015-11-06 00:00:00","2015-11-06 00:00:00"
13,"KARARAÔ",51157,"ALTAMIRA",150060,"2015-11-06 00:00:00","2015-11-06 00:00:00"
13,"PAT-KRÔ",51648,"SENADOR JOSE PORFIRIO",150780,"2015-11-06 00:00:00","2015-11-06 00:00:00"
13,"KWARAYA-PYA",50182,"SAO FELIX DO XINGU",150730,"2015-11-06 00:00:00","2015-11-06 00:00:00"
13,"FURO SECO",50625,"VITORIA DO XINGU",150835,"2015-11-06 00:00:00","2015-11-06 00:00:00"
13,"KWATINEMU",47737,"ALTAMIRA",150060,"2015-11-06 00:00:00","2015-11-06 00:00:00"
13,"PYTÓTKÔ",50180,"ANAPU",150085,"2015-11-06 00:00:00","2015-11-06 00:00:00"
13,"TUKAYA",48190,"ALTAMIRA",150060,"2015-11-06 00:00:00","2015-11-06 00:00:00"
13,"PYKAJAKÁ",50960,"SENADOR JOSE PORFIRIO",150780,"2015-11-06 00:00:00","2015-11-06 00:00:00"
13,"KAMÔKTIKÔ",50183,"SENADOR JOSE PORFIRIO",150780,"2015-11-06 00:00:00","2015-11-06 00:00:00"
13,"IRIRI",51646,"ALTAMIRA",150060,"2015-11-06 00:00:00","2015-11-06 00:00:00"
13,"BOA VISTA",50164,"VITORIA DO XINGU",150835,"2015-11-06 00:00:00","2015-11-06 00:00:00"
13,"XINGU",50740,"SAO FELIX DO XINGU",150730,"2015-11-06 00:00:00","2015-11-06 00:00:00"
13,"ITAAKA",50208,"ALTAMIRA",150060,"2015-11-06 00:00:00","2015-11-06 00:00:00"
13,"KENKUDJÔY",50210,"ANAPU",150085,"2015-11-06 00:00:00","2015-11-06 00:00:00"
13,"TA-AKATI",50184,"ALTAMIRA",150060,"2015-11-06 00:00:00","2015-11-06 00:00:00"
13,"MRÔTIDJÃM",51113,"ANAPU",150085,"2015-11-06 00:00:00","2015-11-06 00:00:00"
13,"ARADYTI",50181,"ALTAMIRA",150060,"2015-11-06 00:00:00","2015-11-06 00:00:00"
13,"CUJUBIM",50207,"ALTAMIRA",150060,"2015-11-06 00:00:00","2015-11-06 00:00:00"
13,"TERRÂ WANGÂ",47194,"SENADOR JOSE PORFIRIO",150780,"2015-11-06 00:00:00","2015-11-06 00:00:00"
13,"PAQUIÇAMBA",51644,"VITORIA DO XINGU",150835,"2015-11-06 00:00:00","2015-11-06 00:00:00"
13,"ARARA",51645,"ALTAMIRA",150060,"2015-11-06 00:00:00","2015-11-06 00:00:00"
13,"IRINAPÃIN",49140,"ALTAMIRA",150060,"2015-11-06 00:00:00","2015-11-06 00:00:00"
13,"BAKAJÁ",47818,"SENADOR JOSE PORFIRIO",150780,"2015-11-06 00:00:00","2015-11-06 00:00:00"
13,"ARÔMBI",51309,"ALTAMIRA",150060,"2015-11-06 00:00:00","2015-11-06 00:00:00"
13,"PARANOPIONA",50206,"SAO FELIX DO XINGU",150730,"2015-11-06 00:00:00","2015-11-06 00:00:00"
13,"MAGARAPI-EBY",51310,"ALTAMIRA",150060,"2015-11-06 00:00:00","2015-11-06 00:00:00"
13,"CURUÁ",51156,"ALTAMIRA",150060,"2015-11-06 00:00:00","2015-11-06 00:00:00"
13,"IPIXUNA",51647,"ALTAMIRA",150060,"2015-11-06 00:00:00","2015-11-06 00:00:00"
13,"PAKAÑÃ",50959,"ALTAMIRA",150060,"2015-11-06 00:00:00","2015-11-06 00:00:00"
13,"KURUATXE",47000,"ALTAMIRA",150060,"2015-11-06 00:00:00","2015-11-06 00:00:00"
14,"CAMPU",47149,"MANCIO LIMA",120033,"2015-11-06 00:00:00","2015-11-06 00:00:00"
15,"NOVA ALIANÇA",47803,"JORDAO",120032,"2015-11-06 00:00:00","2015-11-06 00:00:00"
16,"BOM FUTURO",47386,"MARECHAL THAUMATURGO",120035,"2015-11-06 00:00:00","2015-11-06 00:00:00"
17,"MORADA NOVA",51986,"FEIJO",120030,"2015-11-06 00:00:00","2015-11-06 00:00:00"
15,"CORAÇÃO DA FLORESTA",48079,"JORDAO",120032,"2015-11-06 00:00:00","2015-11-06 00:00:00"
18,"MUCURIPE",46953,"TARAUACA",120060,"2015-11-06 00:00:00","2015-11-06 00:00:00"
15,"BOA VISTA",51202,"JORDAO",120032,"2015-11-06 00:00:00","2015-11-06 00:00:00"
18,"ÁGUA VIVA",51203,"TARAUACA",120060,"2015-11-06 00:00:00","2015-11-06 00:00:00"
18,"SÃO VICENTE",51988,"TARAUACA",120060,"2015-11-06 00:00:00","2015-11-06 00:00:00"
17,"TERRA NOVA",51897,"FEIJO",120030,"2015-11-06 00:00:00","2015-11-06 00:00:00"
18,"NOVA VIDA",49173,"TARAUACA",120060,"2015-11-06 00:00:00","2015-11-06 00:00:00"
16,"FAZENDA SIQUEIRA",50961,"MARECHAL THAUMATURGO",120035,"2015-11-06 00:00:00","2015-11-06 00:00:00"
17,"PUPUNHA",51984,"FEIJO",120030,"2015-11-06 00:00:00","2015-11-06 00:00:00"
15,"NOVO LUGAR",48083,"JORDAO",120032,"2015-11-06 00:00:00","2015-11-06 00:00:00"
19,"CAMPINAS",51996,"CRUZEIRO DO SUL",120020,"2015-11-06 00:00:00","2015-11-06 00:00:00"
16,"SÃO SEBASTIÃO",51983,"MARECHAL THAUMATURGO",120035,"2015-11-06 00:00:00","2015-11-06 00:00:00"
20,"RAIMUNDO DO VALE",51662,"PORTO WALTER",120039,"2015-11-06 00:00:00","2015-11-06 00:00:00"
18,"COLÔNIA 27",51994,"TARAUACA",120060,"2015-11-06 00:00:00","2015-11-06 00:00:00"
15,"VERDE FLORESTA",48082,"JORDAO",120032,"2015-11-06 00:00:00","2015-11-06 00:00:00"
14,"MEIA DÚZIA",46951,"MANCIO LIMA",120033,"2015-11-06 00:00:00","2015-11-06 00:00:00"
18,"CAUCHO",51210,"TARAUACA",120060,"2015-11-06 00:00:00","2015-11-06 00:00:00"
15,"FLOR DA MATA",48085,"JORDAO",120032,"2015-11-06 00:00:00","2015-11-06 00:00:00"
18,"BOA VISTA",46952,"TARAUACA",120060,"2015-11-06 00:00:00","2015-11-06 00:00:00"
19,"MORADA NOVA",50882,"RODRIGUES ALVES",120042,"2015-11-06 00:00:00","2015-11-06 00:00:00"
15,"BOM FUTURO",50653,"JORDAO",120032,"2015-11-06 00:00:00","2015-11-06 00:00:00"
14,"REPUBLICA",51018,"MANCIO LIMA",120033,"2015-11-06 00:00:00","2015-11-06 00:00:00"
18,"MATRINCHÃ",49172,"TARAUACA",120060,"2015-11-06 00:00:00","2015-11-06 00:00:00"
17,"CARDOSO",51981,"FEIJO",120030,"2015-11-06 00:00:00","2015-11-06 00:00:00"
15,"NOVO SEGREDO",49494,"JORDAO",120032,"2015-11-06 00:00:00","2015-11-06 00:00:00"
16,"BURITIZAL",49495,"MARECHAL THAUMATURGO",120035,"2015-11-06 00:00:00","2015-11-06 00:00:00"
17,"BANANEIRA",51779,"FEIJO",120030,"2015-11-06 00:00:00","2015-11-06 00:00:00"
15,"ASTRO LUMINOSO",51205,"JORDAO",120032,"2015-11-06 00:00:00","2015-11-06 00:00:00"
17,"PAROÁ",51778,"FEIJO",120030,"2015-11-06 00:00:00","2015-11-06 00:00:00"
17,"CÔCO AÇU",46950,"FEIJO",120030,"2015-11-06 00:00:00","2015-11-06 00:00:00"
15,"FLOR DA FLORESTA",50511,"JORDAO",120032,"2015-11-06 00:00:00","2015-11-06 00:00:00"
18,"NOVA ALDEIA",48423,"TARAUACA",120060,"2015-11-06 00:00:00","2015-11-06 00:00:00"
17,"CALIFÓRNIA",49481,"FEIJO",120030,"2015-11-06 00:00:00","2015-11-06 00:00:00"
19,"NOVA VIDA",50881,"RODRIGUES ALVES",120042,"2015-11-06 00:00:00","2015-11-06 00:00:00"
17,"COQUEIRO",48411,"FEIJO",120030,"2015-11-06 00:00:00","2015-11-06 00:00:00"
17,"SETE VOLTAS",51661,"FEIJO",120030,"2015-11-06 00:00:00","2015-11-06 00:00:00"
20,"NOVO ACORDO",47600,"PORTO WALTER",120039,"2015-11-06 00:00:00","2015-11-06 00:00:00"
18,"18 PRAIAS",51869,"TARAUACA",120060,"2015-11-06 00:00:00","2015-11-06 00:00:00"
14,"NOVO RECREIO I",48534,"MANCIO LIMA",120033,"2015-11-06 00:00:00","2015-11-06 00:00:00"
18,"YAWANARANY",51999,"TARAUACA",120060,"2015-11-06 00:00:00","2015-11-06 00:00:00"
18,"SETE ESTRELAS",47807,"TARAUACA",120060,"2015-11-06 00:00:00","2015-11-06 00:00:00"
17,"MARANOWA",51977,"FEIJO",120030,"2015-11-06 00:00:00","2015-11-06 00:00:00"
19,"BANANEIRA",51898,"CRUZEIRO DO SUL",120020,"2015-11-06 00:00:00","2015-11-06 00:00:00"
15,"BELO MONTE",51206,"JORDAO",120032,"2015-11-06 00:00:00","2015-11-06 00:00:00"
17,"LIMOEIRO",51357,"FEIJO",120030,"2015-11-06 00:00:00","2015-11-06 00:00:00"
15,"SÃO JOAQUIM",46905,"JORDAO",120032,"2015-11-06 00:00:00","2015-11-06 00:00:00"
18,"SEGREDO DO ARTESÃO",48417,"TARAUACA",120060,"2015-11-06 00:00:00","2015-11-06 00:00:00"
18,"BOA SORTE",49174,"TARAUACA",120060,"2015-11-06 00:00:00","2015-11-06 00:00:00"
14,"SETE DE SETEMBRO",47150,"MANCIO LIMA",120033,"2015-11-06 00:00:00","2015-11-06 00:00:00"
18,"AMPARO",48418,"TARAUACA",120060,"2015-11-06 00:00:00","2015-11-06 00:00:00"
15,"XIKU KURUMIN",48080,"JORDAO",120032,"2015-11-06 00:00:00","2015-11-06 00:00:00"
16,"JAPIIM",46904,"MARECHAL THAUMATURGO",120035,"2015-11-06 00:00:00","2015-11-06 00:00:00"
15,"NOVA EXTREMA",50504,"JORDAO",120032,"2015-11-06 00:00:00","2015-11-06 00:00:00"
15,"TORRE DA LUA",50506,"JORDAO",120032,"2015-11-06 00:00:00","2015-11-06 00:00:00"
17,"NOVA VIDA",51974,"FEIJO",120030,"2015-11-06 00:00:00","2015-11-06 00:00:00"
19,"NOVA VIDA 2",50847,"RODRIGUES ALVES",120042,"2015-11-06 00:00:00","2015-11-06 00:00:00"
17,"NOVA OLINDA",51980,"FEIJO",120030,"2015-11-06 00:00:00","2015-11-06 00:00:00"
17,"RIOZINHO",51870,"FEIJO",120030,"2015-11-06 00:00:00","2015-11-06 00:00:00"
15,"BOM JESUS",46907,"JORDAO",120032,"2015-11-06 00:00:00","2015-11-06 00:00:00"
18,"GOIANA",51995,"TARAUACA",120060,"2015-11-06 00:00:00","2015-11-06 00:00:00"
18,"PRIMAVERA",48420,"TARAUACA",120060,"2015-11-06 00:00:00","2015-11-06 00:00:00"
18,"CARAPANÃ",48419,"TARAUACA",120060,"2015-11-06 00:00:00","2015-11-06 00:00:00"
16,"JACOBINA I",51201,"MARECHAL THAUMATURGO",120035,"2015-11-06 00:00:00","2015-11-06 00:00:00"
15,"TRÊS FAZENDAS",49493,"JORDAO",120032,"2015-11-06 00:00:00","2015-11-06 00:00:00"
17,"ALTO BONITO",51978,"FEIJO",120030,"2015-11-06 00:00:00","2015-11-06 00:00:00"
17,"SANTARÉM",49482,"FEIJO",120030,"2015-11-06 00:00:00","2015-11-06 00:00:00"
18,"PORTO BRASIL",51990,"TARAUACA",120060,"2015-11-06 00:00:00","2015-11-06 00:00:00"
15,"NOVA EMPRESA",50513,"JORDAO",120032,"2015-11-06 00:00:00","2015-11-06 00:00:00"
14,"BARÃO",49419,"MANCIO LIMA",120033,"2015-11-06 00:00:00","2015-11-06 00:00:00"
15,"CANAFISTA",50512,"JORDAO",120032,"2015-11-06 00:00:00","2015-11-06 00:00:00"
17,"BELO MONTE",51982,"FEIJO",120030,"2015-11-06 00:00:00","2015-11-06 00:00:00"
15,"INDEPENDÊNCIA",51208,"JORDAO",120032,"2015-11-06 00:00:00","2015-11-06 00:00:00"
17,"FORMOSO",51979,"FEIJO",120030,"2015-11-06 00:00:00","2015-11-06 00:00:00"
17,"PAREDÃO",51985,"FEIJO",120030,"2015-11-06 00:00:00","2015-11-06 00:00:00"
15,"NOVA UNIÃO",48084,"JORDAO",120032,"2015-11-06 00:00:00","2015-11-06 00:00:00"
17,"SIMPATIA",51975,"FEIJO",120030,"2015-11-06 00:00:00","2015-11-06 00:00:00"
18,"MUTUM",51998,"TARAUACA",120060,"2015-11-06 00:00:00","2015-11-06 00:00:00"
16,"GLORIA DE DEUS",48612,"MARECHAL THAUMATURGO",120035,"2015-11-06 00:00:00","2015-11-06 00:00:00"
15,"BONDOSO",47805,"JORDAO",120032,"2015-11-06 00:00:00","2015-11-06 00:00:00"
17,"JAMINAWA",51896,"FEIJO",120030,"2015-11-06 00:00:00","2015-11-06 00:00:00"
18,"NOVA ESPERANÇA",48421,"TARAUACA",120060,"2015-11-06 00:00:00","2015-11-06 00:00:00"
18,"SÃO LUIZ",51989,"TARAUACA",120060,"2015-11-06 00:00:00","2015-11-06 00:00:00"
18,"TAMANDARÉ",51991,"TARAUACA",120060,"2015-11-06 00:00:00","2015-11-06 00:00:00"
16,"APIWTXA",50594,"MARECHAL THAUMATURGO",120035,"2015-11-06 00:00:00","2015-11-06 00:00:00"
18,"MORADA NOVA",48025,"TARAUACA",120060,"2015-11-06 00:00:00","2015-11-06 00:00:00"
15,"BARI",48078,"JORDAO",120032,"2015-11-06 00:00:00","2015-11-06 00:00:00"
16,"SETE ESTRELA",50652,"MARECHAL THAUMATURGO",120035,"2015-11-06 00:00:00","2015-11-06 00:00:00"
15,"ALTAMIRA",51207,"JORDAO",120032,"2015-11-06 00:00:00","2015-11-06 00:00:00"
15,"BOA ESPERANÇA",46906,"JORDAO",120032,"2015-11-06 00:00:00","2015-11-06 00:00:00"
15,"SACADO",50509,"JORDAO",120032,"2015-11-06 00:00:00","2015-11-06 00:00:00"
20,"FOZ DO NILO",51987,"PORTO WALTER",120039,"2015-11-06 00:00:00","2015-11-06 00:00:00"
17,"BOCA DO GROTA",47206,"FEIJO",120030,"2015-11-06 00:00:00","2015-11-06 00:00:00"
16,"VIDA NOVA",51200,"MARECHAL THAUMATURGO",120035,"2015-11-06 00:00:00","2015-11-06 00:00:00"
16,"NOVO DESTINO",49905,"MARECHAL THAUMATURGO",120035,"2015-11-06 00:00:00","2015-11-06 00:00:00"
18,"COCAMEIRA",50039,"TARAUACA",120060,"2015-11-06 00:00:00","2015-11-06 00:00:00"
16,"MORADA NOVA",51209,"MARECHAL THAUMATURGO",120035,"2015-11-06 00:00:00","2015-11-06 00:00:00"
18,"TIBUÇO",48422,"TARAUACA",120060,"2015-11-06 00:00:00","2015-11-06 00:00:00"
17,"NOVA ESPERANÇA",51659,"FEIJO",120030,"2015-11-06 00:00:00","2015-11-06 00:00:00"
15,"NATAL",51204,"JORDAO",120032,"2015-11-06 00:00:00","2015-11-06 00:00:00"
17,"IGARAPÉ DO ANJO",51976,"FEIJO",120030,"2015-11-06 00:00:00","2015-11-06 00:00:00"
19,"EXTREMA",50883,"RODRIGUES ALVES",120042,"2015-11-06 00:00:00","2015-11-06 00:00:00"
15,"NOVA FORTALEZA",50510,"JORDAO",120032,"2015-11-06 00:00:00","2015-11-06 00:00:00"
15,"NOVA CACHOEIRA",50505,"JORDAO",120032,"2015-11-06 00:00:00","2015-11-06 00:00:00"
19,"SAMAUMA",51997,"CRUZEIRO DO SUL",120020,"2015-11-06 00:00:00","2015-11-06 00:00:00"
15,"BELA VISTA",50508,"JORDAO",120032,"2015-11-06 00:00:00","2015-11-06 00:00:00"
19,"MASHEYA",49169,"CRUZEIRO DO SUL",120020,"2015-11-06 00:00:00","2015-11-06 00:00:00"
15,"PÃO SAGRADO",48081,"JORDAO",120032,"2015-11-06 00:00:00","2015-11-06 00:00:00"
19,"MARTINS",51422,"CRUZEIRO DO SUL",120020,"2015-11-06 00:00:00","2015-11-06 00:00:00"
15,"BAIRRO KAXINAWA",51800,"JORDAO",120032,"2015-11-06 00:00:00","2015-11-06 00:00:00"
17,"BAIXO AMAZONAS",51871,"FEIJO",120030,"2015-11-06 00:00:00","2015-11-06 00:00:00"
16,"CRUZEIRINHO",50893,"MARECHAL THAUMATURGO",120035,"2015-11-06 00:00:00","2015-11-06 00:00:00"
14,"IPIRANGA",51660,"MANCIO LIMA",120033,"2015-11-06 00:00:00","2015-11-06 00:00:00"
15,"MORADA NOVA",50507,"JORDAO",120032,"2015-11-06 00:00:00","2015-11-06 00:00:00"
21,"SANTA LUZIA (TAPERERA)",48747,"SAO GABRIEL DA CACHOEIRA",130380,"2015-11-06 00:00:00","2015-11-06 00:00:00"
22,"VILA SÃO PEDRO",47546,"SAO GABRIEL DA CACHOEIRA",130380,"2015-11-06 00:00:00","2015-11-06 00:00:00"
23,"MATOZINHO",47949,"SANTA ISABEL DO RIO NEGRO",130360,"2015-11-06 00:00:00","2015-11-06 00:00:00"
24,"JUTICA",51237,"SAO GABRIEL DA CACHOEIRA",130380,"2015-11-06 00:00:00","2015-11-06 00:00:00"
25,"SANTO ANTONIO (ESTRADA)",47442,"SAO GABRIEL DA CACHOEIRA",130380,"2015-11-06 00:00:00","2015-11-06 00:00:00"
26,"BUSTAMANTE(CUCUÍ)",50801,"SAO GABRIEL DA CACHOEIRA",130380,"2015-11-06 00:00:00","2015-11-06 00:00:00"
25,"NOSSA SRA. APARECIDA (ESTRADA)",49643,"SAO GABRIEL DA CACHOEIRA",130380,"2015-11-06 00:00:00","2015-11-06 00:00:00"
27,"JACARÉ-POÇO",51252,"SAO GABRIEL DA CACHOEIRA",130380,"2015-11-06 00:00:00","2015-11-06 00:00:00"
24,"JACARÉ",51236,"SAO GABRIEL DA CACHOEIRA",130380,"2015-11-06 00:00:00","2015-11-06 00:00:00"
28,"SÃO SEBASTIÃO (PÓLO BASE DE PARI-CACHOEIRA)",50671,"SAO GABRIEL DA CACHOEIRA",130380,"2015-11-06 00:00:00","2015-11-06 00:00:00"
29,"BOCA DE ESTRADA",50805,"SAO GABRIEL DA CACHOEIRA",130380,"2015-11-06 00:00:00","2015-11-06 00:00:00"
30,"UIRAPIXUMA",51771,"SAO GABRIEL DA CACHOEIRA",130380,"2015-11-06 00:00:00","2015-11-06 00:00:00"
21,"UMARITUBA",51687,"SAO GABRIEL DA CACHOEIRA",130380,"2015-11-06 00:00:00","2015-11-06 00:00:00"
21,"MERCÊS",47010,"SAO GABRIEL DA CACHOEIRA",130380,"2015-11-06 00:00:00","2015-11-06 00:00:00"
31,"SÃO JOÃO (ILHA DAS FLORES)",51074,"SAO GABRIEL DA CACHOEIRA",130380,"2015-11-06 00:00:00","2015-11-06 00:00:00"
32,"NOSSA SENHORA APARECIDA",48713,"SAO GABRIEL DA CACHOEIRA",130380,"2015-11-06 00:00:00","2015-11-06 00:00:00"
21,"VILA NOVA (PB TAPERERA)",50543,"SAO GABRIEL DA CACHOEIRA",130380,"2015-11-06 00:00:00","2015-11-06 00:00:00"
31,"SARAPÓ",48826,"SAO GABRIEL DA CACHOEIRA",130380,"2015-11-06 00:00:00","2015-11-06 00:00:00"
33,"SITIO PANÃ",47433,"SAO GABRIEL DA CACHOEIRA",130380,"2015-11-06 00:00:00","2015-11-06 00:00:00"
34,"ACARABIXI",48378,"SANTA ISABEL DO RIO NEGRO",130360,"2015-11-06 00:00:00","2015-11-06 00:00:00"
24,"PERIQUITO",49687,"SAO GABRIEL DA CACHOEIRA",130380,"2015-11-06 00:00:00","2015-11-06 00:00:00"
25,"ITACOATIARA MIRIM (ESTRADA)",50794,"SAO GABRIEL DA CACHOEIRA",130380,"2015-11-06 00:00:00","2015-11-06 00:00:00"
25,"YA - MIRIM (ESTRADA)",50792,"SAO GABRIEL DA CACHOEIRA",130380,"2015-11-06 00:00:00","2015-11-06 00:00:00"
35,"SÃO TOMÉ (CARURU-TIQUIÉ)",49683,"SAO GABRIEL DA CACHOEIRA",130380,"2015-11-06 00:00:00","2015-11-06 00:00:00"
36,"COM. CASTANHEIRO",48376,"SANTA ISABEL DO RIO NEGRO",130360,"2015-11-06 00:00:00","2015-11-06 00:00:00"
37,"ARAPAÇO",50294,"SAO GABRIEL DA CACHOEIRA",130380,"2015-11-06 00:00:00","2015-11-06 00:00:00"
38,"PILOTO",48531,"BARCELOS",130040,"2015-11-06 00:00:00","2015-11-06 00:00:00"
21,"SANTO ANTÔNIO II (TAPERERA)",48549,"SAO GABRIEL DA CACHOEIRA",130380,"2015-11-06 00:00:00","2015-11-06 00:00:00"
30,"TUCUNARÉ (PÓLO PATOS)",51770,"SAO GABRIEL DA CACHOEIRA",130380,"2015-11-06 00:00:00","2015-11-06 00:00:00"
32,"ANANÁS",47064,"SAO GABRIEL DA CACHOEIRA",130380,"2015-11-06 00:00:00","2015-11-06 00:00:00"
25,"SÍTIO SOZINHO (ESTRADA)",48780,"SAO GABRIEL DA CACHOEIRA",130380,"2015-11-06 00:00:00","2015-11-06 00:00:00"
21,"FONTE BOA",48990,"SAO GABRIEL DA CACHOEIRA",130380,"2015-11-06 00:00:00","2015-11-06 00:00:00"
27,"TAIAÇÚ CACHOEIRA",50310,"SAO GABRIEL DA CACHOEIRA",130380,"2015-11-06 00:00:00","2015-11-06 00:00:00"
31,"SÍTIO SÃO JOSÉ",50658,"SAO GABRIEL DA CACHOEIRA",130380,"2015-11-06 00:00:00","2015-11-06 00:00:00"
30,"SÃO MIGUÉL ( PÓLO PATOS)",47567,"SAO GABRIEL DA CACHOEIRA",130380,"2015-11-06 00:00:00","2015-11-06 00:00:00"
39,"F.N.S APARECIDA (MÉDIO UAUPES JAPÚ)",48793,"SAO GABRIEL DA CACHOEIRA",130380,"2015-11-06 00:00:00","2015-11-06 00:00:00"
32,"CUNURÍ",51263,"SAO GABRIEL DA CACHOEIRA",130380,"2015-11-06 00:00:00","2015-11-06 00:00:00"
21,"SÍTIO N. S DAS GRAÇAS",50326,"SAO GABRIEL DA CACHOEIRA",130380,"2015-11-06 00:00:00","2015-11-06 00:00:00"
40,"PARAWA II",50660,"SAO GABRIEL DA CACHOEIRA",130380,"2015-11-06 00:00:00","2015-11-06 00:00:00"
21,"JUPATÍ",50330,"SAO GABRIEL DA CACHOEIRA",130380,"2015-11-06 00:00:00","2015-11-06 00:00:00"
29,"SANTA LUZIA",50810,"SAO GABRIEL DA CACHOEIRA",130380,"2015-11-06 00:00:00","2015-11-06 00:00:00"
40,"CANÃA",47847,"SAO GABRIEL DA CACHOEIRA",130380,"2015-11-06 00:00:00","2015-11-06 00:00:00"
21,"SÍTIO NAZARÉ",47814,"SAO GABRIEL DA CACHOEIRA",130380,"2015-11-06 00:00:00","2015-11-06 00:00:00"
29,"SÍTIO NOVO (SÃO JOSÉ II)",48709,"SAO GABRIEL DA CACHOEIRA",130380,"2015-11-06 00:00:00","2015-11-06 00:00:00"
