cod_uf,name_uf,cod_city,city,created_at,updated_at
24,"Rio Grande do Norte",11700,"São Bento do Trairí","2015-11-06 00:00:00","2015-11-06 00:00:00"
24,"Rio Grande do Norte",12302,"São José do Campestre","2015-11-06 00:00:00","2015-11-06 00:00:00"
24,"Rio Grande do Norte",12906,"São Tomé","2015-11-06 00:00:00","2015-11-06 00:00:00"
24,"Rio Grande do Norte",13300,"Serra de São Bento","2015-11-06 00:00:00","2015-11-06 00:00:00"
24,"Rio Grande do Norte",14001,"Tangará","2015-11-06 00:00:00","2015-11-06 00:00:00"
24,"Rio Grande do Norte",01800,"Brejinho","2015-11-06 00:00:00","2015-11-06 00:00:00"
24,"Rio Grande do Norte",04606,"Ielmo Marinho","2015-11-06 00:00:00","2015-11-06 00:00:00"
24,"Rio Grande do Norte",05306,"Januário Cicco","2015-11-06 00:00:00","2015-11-06 00:00:00"
24,"Rio Grande do Norte",06155,"Jundiá","2015-11-06 00:00:00","2015-11-06 00:00:00"
24,"Rio Grande do Norte",06205,"Lagoa d'Anta","2015-11-06 00:00:00","2015-11-06 00:00:00"
24,"Rio Grande do Norte",06304,"Lagoa de Pedras","2015-11-06 00:00:00","2015-11-06 00:00:00"
24,"Rio Grande do Norte",06601,"Lagoa Salgada","2015-11-06 00:00:00","2015-11-06 00:00:00"
24,"Rio Grande do Norte",08300,"Nova Cruz","2015-11-06 00:00:00","2015-11-06 00:00:00"
24,"Rio Grande do Norte",09100,"Passa e Fica","2015-11-06 00:00:00","2015-11-06 00:00:00"
24,"Rio Grande do Norte",09209,"Passagem","2015-11-06 00:00:00","2015-11-06 00:00:00"
24,"Rio Grande do Norte",09332,"Santa Maria","2015-11-06 00:00:00","2015-11-06 00:00:00"
24,"Rio Grande do Norte",10900,"Riachuelo","2015-11-06 00:00:00","2015-11-06 00:00:00"
24,"Rio Grande do Norte",11502,"Santo Antônio","2015-11-06 00:00:00","2015-11-06 00:00:00"
24,"Rio Grande do Norte",12609,"São Paulo do Potengi","2015-11-06 00:00:00","2015-11-06 00:00:00"
24,"Rio Grande do Norte",12708,"São Pedro","2015-11-06 00:00:00","2015-11-06 00:00:00"
24,"Rio Grande do Norte",13102,"Senador Elói de Souza","2015-11-06 00:00:00","2015-11-06 00:00:00"
24,"Rio Grande do Norte",13508,"Serrinha","2015-11-06 00:00:00","2015-11-06 00:00:00"
24,"Rio Grande do Norte",14704,"Várzea","2015-11-06 00:00:00","2015-11-06 00:00:00"
24,"Rio Grande do Norte",14803,"Vera Cruz","2015-11-06 00:00:00","2015-11-06 00:00:00"
24,"Rio Grande do Norte",07500,"Maxaranguape","2015-11-06 00:00:00","2015-11-06 00:00:00"
24,"Rio Grande do Norte",08953,"Rio do Fogo","2015-11-06 00:00:00","2015-11-06 00:00:00"
24,"Rio Grande do Norte",09506,"Pedra Grande","2015-11-06 00:00:00","2015-11-06 00:00:00"
24,"Rio Grande do Norte",10405,"Pureza","2015-11-06 00:00:00","2015-11-06 00:00:00"
24,"Rio Grande do Norte",12559,"São Miguel do Gostoso","2015-11-06 00:00:00","2015-11-06 00:00:00"
24,"Rio Grande do Norte",13904,"Taipu","2015-11-06 00:00:00","2015-11-06 00:00:00"
24,"Rio Grande do Norte",14407,"Touros","2015-11-06 00:00:00","2015-11-06 00:00:00"
24,"Rio Grande do Norte",02600,"Ceará-Mirim","2015-11-06 00:00:00","2015-11-06 00:00:00"
24,"Rio Grande do Norte",07104,"Macaíba","2015-11-06 00:00:00","2015-11-06 00:00:00"
24,"Rio Grande do Norte",08201,"Nísia Floresta","2015-11-06 00:00:00","2015-11-06 00:00:00"
24,"Rio Grande do Norte",12203,"São José de Mipibu","2015-11-06 00:00:00","2015-11-06 00:00:00"
24,"Rio Grande do Norte",03251,"Parnamirim","2015-11-06 00:00:00","2015-11-06 00:00:00"
24,"Rio Grande do Norte",03608,"Extremoz","2015-11-06 00:00:00","2015-11-06 00:00:00"
24,"Rio Grande do Norte",08102,"Natal","2015-11-06 00:00:00","2015-11-06 00:00:00"
24,"Rio Grande do Norte",01206,"Arês","2015-11-06 00:00:00","2015-11-06 00:00:00"
24,"Rio Grande do Norte",01404,"Baía Formosa","2015-11-06 00:00:00","2015-11-06 00:00:00"
24,"Rio Grande do Norte",02204,"Canguaretama","2015-11-06 00:00:00","2015-11-06 00:00:00"
24,"Rio Grande do Norte",03509,"Espírito Santo","2015-11-06 00:00:00","2015-11-06 00:00:00"
24,"Rio Grande do Norte",04200,"Goianinha","2015-11-06 00:00:00","2015-11-06 00:00:00"
24,"Rio Grande do Norte",07708,"Montanhas","2015-11-06 00:00:00","2015-11-06 00:00:00"
24,"Rio Grande do Norte",09803,"Pedro Velho","2015-11-06 00:00:00","2015-11-06 00:00:00"
24,"Rio Grande do Norte",13201,"Senador Georgino Avelino","2015-11-06 00:00:00","2015-11-06 00:00:00"
24,"Rio Grande do Norte",14209,"Tibau do Sul","2015-11-06 00:00:00","2015-11-06 00:00:00"
24,"Rio Grande do Norte",15008,"Vila Flor","2015-11-06 00:00:00","2015-11-06 00:00:00"
25,"Paraíba",02003,"Belém do Brejo do Cruz","2015-11-06 00:00:00","2015-11-06 00:00:00"
25,"Paraíba",02300,"Bom Sucesso","2015-11-06 00:00:00","2015-11-06 00:00:00"
25,"Paraíba",02805,"Brejo do Cruz","2015-11-06 00:00:00","2015-11-06 00:00:00"
25,"Paraíba",02904,"Brejo dos Santos","2015-11-06 00:00:00","2015-11-06 00:00:00"
25,"Paraíba",04306,"Catolé do Rocha","2015-11-06 00:00:00","2015-11-06 00:00:00"
25,"Paraíba",07408,"Jericó","2015-11-06 00:00:00","2015-11-06 00:00:00"
25,"Paraíba",08109,"Lagoa","2015-11-06 00:00:00","2015-11-06 00:00:00"
25,"Paraíba",09370,"Mato Grosso","2015-11-06 00:00:00","2015-11-06 00:00:00"
25,"Paraíba",12804,"Riacho dos Cavalos","2015-11-06 00:00:00","2015-11-06 00:00:00"
25,"Paraíba",14651,"São José do Brejo do Cruz","2015-11-06 00:00:00","2015-11-06 00:00:00"
25,"Paraíba",00700,"São João do Rio do Peixe","2015-11-06 00:00:00","2015-11-06 00:00:00"
25,"Paraíba",02052,"Bernardino Batista","2015-11-06 00:00:00","2015-11-06 00:00:00"
25,"Paraíba",02409,"Bonito de Santa Fé","2015-11-06 00:00:00","2015-11-06 00:00:00"
25,"Paraíba",03308,"Cachoeira dos Índios","2015-11-06 00:00:00","2015-11-06 00:00:00"
25,"Paraíba",03704,"Cajazeiras","2015-11-06 00:00:00","2015-11-06 00:00:00"
25,"Paraíba",04108,"Carrapateira","2015-11-06 00:00:00","2015-11-06 00:00:00"
25,"Paraíba",09602,"Monte Horebe","2015-11-06 00:00:00","2015-11-06 00:00:00"
25,"Paraíba",12036,"Poço Dantas","2015-11-06 00:00:00","2015-11-06 00:00:00"
25,"Paraíba",12077,"Poço de José de Moura","2015-11-06 00:00:00","2015-11-06 00:00:00"
25,"Paraíba",13653,"Joca Claudino","2015-11-06 00:00:00","2015-11-06 00:00:00"
25,"Paraíba",14503,"São José de Piranhas","2015-11-06 00:00:00","2015-11-06 00:00:00"
25,"Paraíba",16805,"Triunfo","2015-11-06 00:00:00","2015-11-06 00:00:00"
25,"Paraíba",16904,"Uiraúna","2015-11-06 00:00:00","2015-11-06 00:00:00"
25,"Paraíba",00775,"Aparecida","2015-11-06 00:00:00","2015-11-06 00:00:00"
25,"Paraíba",03753,"Cajazeirinhas","2015-11-06 00:00:00","2015-11-06 00:00:00"
25,"Paraíba",04504,"Condado","2015-11-06 00:00:00","2015-11-06 00:00:00"
25,"Paraíba",05501,"Vista Serrana","2015-11-06 00:00:00","2015-11-06 00:00:00"
25,"Paraíba",08406,"Lastro","2015-11-06 00:00:00","2015-11-06 00:00:00"
25,"Paraíba",08802,"Malta","2015-11-06 00:00:00","2015-11-06 00:00:00"
25,"Paraíba",09156,"Marizópolis","2015-11-06 00:00:00","2015-11-06 00:00:00"
25,"Paraíba",10006,"Nazarezinho","2015-11-06 00:00:00","2015-11-06 00:00:00"
25,"Paraíba",10907,"Paulista","2015-11-06 00:00:00","2015-11-06 00:00:00"
25,"Paraíba",12101,"Pombal","2015-11-06 00:00:00","2015-11-06 00:00:00"
25,"Paraíba",13927,"São Bentinho","2015-11-06 00:00:00","2015-11-06 00:00:00"
25,"Paraíba",13968,"São Domingos","2015-11-06 00:00:00","2015-11-06 00:00:00"
25,"Paraíba",13984,"São Francisco","2015-11-06 00:00:00","2015-11-06 00:00:00"
25,"Paraíba",14206,"São José da Lagoa Tapada","2015-11-06 00:00:00","2015-11-06 00:00:00"
25,"Paraíba",16201,"Sousa","2015-11-06 00:00:00","2015-11-06 00:00:00"
25,"Paraíba",17209,"Vieirópolis","2015-11-06 00:00:00","2015-11-06 00:00:00"
25,"Paraíba",01153,"Areia de Baraúnas","2015-11-06 00:00:00","2015-11-06 00:00:00"
25,"Paraíba",03407,"Cacimba de Areia","2015-11-06 00:00:00","2015-11-06 00:00:00"
25,"Paraíba",08703,"Mãe d'Água","2015-11-06 00:00:00","2015-11-06 00:00:00"
25,"Paraíba",10808,"Patos","2015-11-06 00:00:00","2015-11-06 00:00:00"
25,"Paraíba",12606,"Quixabá","2015-11-06 00:00:00","2015-11-06 00:00:00"
25,"Paraíba",13802,"Santa Teresinha","2015-11-06 00:00:00","2015-11-06 00:00:00"
25,"Paraíba",14404,"São José de Espinharas","2015-11-06 00:00:00","2015-11-06 00:00:00"
25,"Paraíba",14602,"São José do Bonfim","2015-11-06 00:00:00","2015-11-06 00:00:00"
25,"Paraíba",00205,"Aguiar","2015-11-06 00:00:00","2015-11-06 00:00:00"
25,"Paraíba",02607,"Igaracy","2015-11-06 00:00:00","2015-11-06 00:00:00"
25,"Paraíba",04207,"Catingueira","2015-11-06 00:00:00","2015-11-06 00:00:00"
25,"Paraíba",04801,"Coremas","2015-11-06 00:00:00","2015-11-06 00:00:00"
25,"Paraíba",05907,"Emas","2015-11-06 00:00:00","2015-11-06 00:00:00"
25,"Paraíba",10402,"Olho d'Água","2015-11-06 00:00:00","2015-11-06 00:00:00"
25,"Paraíba",11301,"Piancó","2015-11-06 00:00:00","2015-11-06 00:00:00"
25,"Paraíba",13604,"Santana dos Garrotes","2015-11-06 00:00:00","2015-11-06 00:00:00"
25,"Paraíba",02102,"Boa Ventura","2015-11-06 00:00:00","2015-11-06 00:00:00"
25,"Paraíba",04405,"Conceição","2015-11-06 00:00:00","2015-11-06 00:00:00"
25,"Paraíba",05303,"Curral Velho","2015-11-06 00:00:00","2015-11-06 00:00:00"
25,"Paraíba",05600,"Diamante","2015-11-06 00:00:00","2015-11-06 00:00:00"
25,"Paraíba",06608,"Ibiara","2015-11-06 00:00:00","2015-11-06 00:00:00"
25,"Paraíba",07002,"Itaporanga","2015-11-06 00:00:00","2015-11-06 00:00:00"
25,"Paraíba",13505,"Santana de Mangueira","2015-11-06 00:00:00","2015-11-06 00:00:00"
25,"Paraíba",14305,"São José de Caiana","2015-11-06 00:00:00","2015-11-06 00:00:00"
25,"Paraíba",15708,"Serra Grande","2015-11-06 00:00:00","2015-11-06 00:00:00"
25,"Paraíba",03555,"Cacimbas","2015-11-06 00:00:00","2015-11-06 00:00:00"
25,"Paraíba",05402,"Desterro","2015-11-06 00:00:00","2015-11-06 00:00:00"
25,"Paraíba",06707,"Imaculada","2015-11-06 00:00:00","2015-11-06 00:00:00"
25,"Paraíba",08000,"Juru","2015-11-06 00:00:00","2015-11-06 00:00:00"
25,"Paraíba",09008,"Manaíra","2015-11-06 00:00:00","2015-11-06 00:00:00"
25,"Paraíba",09396,"Maturéia","2015-11-06 00:00:00","2015-11-06 00:00:00"
25,"Paraíba",12309,"Princesa Isabel","2015-11-06 00:00:00","2015-11-06 00:00:00"
25,"Paraíba",14552,"São José de Princesa","2015-11-06 00:00:00","2015-11-06 00:00:00"
25,"Paraíba",16607,"Tavares","2015-11-06 00:00:00","2015-11-06 00:00:00"
25,"Paraíba",16706,"Teixeira","2015-11-06 00:00:00","2015-11-06 00:00:00"
25,"Paraíba",07804,"Junco do Seridó","2015-11-06 00:00:00","2015-11-06 00:00:00"
25,"Paraíba",13000,"Salgadinho","2015-11-06 00:00:00","2015-11-06 00:00:00"
25,"Paraíba",14701,"São José do Sabugi","2015-11-06 00:00:00","2015-11-06 00:00:00"
25,"Paraíba",14909,"São Mamede","2015-11-06 00:00:00","2015-11-06 00:00:00"
25,"Paraíba",05006,"Cubati","2015-11-06 00:00:00","2015-11-06 00:00:00"
25,"Paraíba",06202,"Frei Martinho","2015-11-06 00:00:00","2015-11-06 00:00:00"
25,"Paraíba",07705,"Juazeirinho","2015-11-06 00:00:00","2015-11-06 00:00:00"
25,"Paraíba",10303,"Nova Palmeira","2015-11-06 00:00:00","2015-11-06 00:00:00"
25,"Paraíba",11103,"Pedra Lavrada","2015-11-06 00:00:00","2015-11-06 00:00:00"
25,"Paraíba",11400,"Picuí","2015-11-06 00:00:00","2015-11-06 00:00:00"
25,"Paraíba",15401,"São Vicente do Seridó","2015-11-06 00:00:00","2015-11-06 00:00:00"
25,"Paraíba",16755,"Tenório","2015-11-06 00:00:00","2015-11-06 00:00:00"
25,"Paraíba",00734,"Amparo","2015-11-06 00:00:00","2015-11-06 00:00:00"
25,"Paraíba",01351,"Assunção","2015-11-06 00:00:00","2015-11-06 00:00:00"
25,"Paraíba",03902,"Camalaú","2015-11-06 00:00:00","2015-11-06 00:00:00"
25,"Paraíba",04702,"Congo","2015-11-06 00:00:00","2015-11-06 00:00:00"
25,"Paraíba",04850,"Coxixola","2015-11-06 00:00:00","2015-11-06 00:00:00"
25,"Paraíba",08505,"Livramento","2015-11-06 00:00:00","2015-11-06 00:00:00"
25,"Paraíba",09701,"Monteiro","2015-11-06 00:00:00","2015-11-06 00:00:00"
25,"Paraíba",10600,"Ouro Velho","2015-11-06 00:00:00","2015-11-06 00:00:00"
25,"Paraíba",10659,"Parari","2015-11-06 00:00:00","2015-11-06 00:00:00"
25,"Paraíba",12200,"Prata","2015-11-06 00:00:00","2015-11-06 00:00:00"
25,"Paraíba",14107,"São João do Tigre","2015-11-06 00:00:00","2015-11-06 00:00:00"
25,"Paraíba",14800,"São José dos Cordeiros","2015-11-06 00:00:00","2015-11-06 00:00:00"
25,"Paraíba",15203,"São Sebastião do Umbuzeiro","2015-11-06 00:00:00","2015-11-06 00:00:00"
25,"Paraíba",15500,"Serra Branca","2015-11-06 00:00:00","2015-11-06 00:00:00"
25,"Paraíba",16300,"Sumé","2015-11-06 00:00:00","2015-11-06 00:00:00"
25,"Paraíba",16508,"Taperoá","2015-11-06 00:00:00","2015-11-06 00:00:00"
25,"Paraíba",17407,"Zabelê","2015-11-06 00:00:00","2015-11-06 00:00:00"
25,"Paraíba",00536,"Alcantil","2015-11-06 00:00:00","2015-11-06 00:00:00"
25,"Paraíba",01575,"Barra de Santana","2015-11-06 00:00:00","2015-11-06 00:00:00"
25,"Paraíba",01708,"Barra de São Miguel","2015-11-06 00:00:00","2015-11-06 00:00:00"
25,"Paraíba",02508,"Boqueirão","2015-11-06 00:00:00","2015-11-06 00:00:00"
25,"Paraíba",03100,"Cabaceiras","2015-11-06 00:00:00","2015-11-06 00:00:00"
25,"Paraíba",04355,"Caturité","2015-11-06 00:00:00","2015-11-06 00:00:00"
25,"Paraíba",06509,"Gurjão","2015-11-06 00:00:00","2015-11-06 00:00:00"
25,"Paraíba",12788,"Riacho de Santo Antônio","2015-11-06 00:00:00","2015-11-06 00:00:00"
25,"Paraíba",13851,"Santo André","2015-11-06 00:00:00","2015-11-06 00:00:00"
25,"Paraíba",13943,"São Domingos do Cariri","2015-11-06 00:00:00","2015-11-06 00:00:00"
25,"Paraíba",14008,"São João do Cariri","2015-11-06 00:00:00","2015-11-06 00:00:00"
25,"Paraíba",00577,"Algodão de Jandaíra","2015-11-06 00:00:00","2015-11-06 00:00:00"
25,"Paraíba",00908,"Arara","2015-11-06 00:00:00","2015-11-06 00:00:00"
25,"Paraíba",01609,"Barra de Santa Rosa","2015-11-06 00:00:00","2015-11-06 00:00:00"
25,"Paraíba",05105,"Cuité","2015-11-06 00:00:00","2015-11-06 00:00:00"
25,"Paraíba",05352,"Damião","2015-11-06 00:00:00","2015-11-06 00:00:00"
25,"Paraíba",10105,"Nova Floresta","2015-11-06 00:00:00","2015-11-06 00:00:00"
25,"Paraíba",10501,"Olivedos","2015-11-06 00:00:00","2015-11-06 00:00:00"
25,"Paraíba",12002,"Pocinhos","2015-11-06 00:00:00","2015-11-06 00:00:00"
25,"Paraíba",12705,"Remígio","2015-11-06 00:00:00","2015-11-06 00:00:00"
25,"Paraíba",16102,"Soledade","2015-11-06 00:00:00","2015-11-06 00:00:00"
25,"Paraíba",16151,"Sossêgo","2015-11-06 00:00:00","2015-11-06 00:00:00"
25,"Paraíba",01005,"Araruna","2015-11-06 00:00:00","2015-11-06 00:00:00"
25,"Paraíba",03506,"Cacimba de Dentro","2015-11-06 00:00:00","2015-11-06 00:00:00"
25,"Paraíba",04157,"Casserengue","2015-11-06 00:00:00","2015-11-06 00:00:00"
25,"Paraíba",05709,"Dona Inês","2015-11-06 00:00:00","2015-11-06 00:00:00"
25,"Paraíba",16003,"Solânea","2015-11-06 00:00:00","2015-11-06 00:00:00"
25,"Paraíba",16409,"Tacima","2015-11-06 00:00:00","2015-11-06 00:00:00"
25,"Paraíba",01203,"Areial","2015-11-06 00:00:00","2015-11-06 00:00:00"
25,"Paraíba",06004,"Esperança","2015-11-06 00:00:00","2015-11-06 00:00:00"
25,"Paraíba",09503,"Montadas","2015-11-06 00:00:00","2015-11-06 00:00:00"
25,"Paraíba",15104,"São Sebastião de Lagoa de Roça","2015-11-06 00:00:00","2015-11-06 00:00:00"
25,"Paraíba",00304,"Alagoa Grande","2015-11-06 00:00:00","2015-11-06 00:00:00"
25,"Paraíba",00403,"Alagoa Nova","2015-11-06 00:00:00","2015-11-06 00:00:00"
25,"Paraíba",01104,"Areia","2015-11-06 00:00:00","2015-11-06 00:00:00"
25,"Paraíba",01500,"Bananeiras","2015-11-06 00:00:00","2015-11-06 00:00:00"
25,"Paraíba",02706,"Borborema","2015-11-06 00:00:00","2015-11-06 00:00:00"
25,"Paraíba",09339,"Matinhas","2015-11-06 00:00:00","2015-11-06 00:00:00"
25,"Paraíba",15906,"Serraria","2015-11-06 00:00:00","2015-11-06 00:00:00"
25,"Paraíba",00502,"Alagoinha","2015-11-06 00:00:00","2015-11-06 00:00:00"
25,"Paraíba",00809,"Araçagi","2015-11-06 00:00:00","2015-11-06 00:00:00"
25,"Paraíba",03605,"Caiçara","2015-11-06 00:00:00","2015-11-06 00:00:00"
25,"Paraíba",05204,"Cuitegi","2015-11-06 00:00:00","2015-11-06 00:00:00"
25,"Paraíba",05808,"Duas Estradas","2015-11-06 00:00:00","2015-11-06 00:00:00"
25,"Paraíba",06301,"Guarabira","2015-11-06 00:00:00","2015-11-06 00:00:00"
25,"Paraíba",08208,"Lagoa de Dentro","2015-11-06 00:00:00","2015-11-06 00:00:00"
25,"Paraíba",08554,"Logradouro","2015-11-06 00:00:00","2015-11-06 00:00:00"
25,"Paraíba",11707,"Pilõezinhos","2015-11-06 00:00:00","2015-11-06 00:00:00"
25,"Paraíba",11806,"Pirpirituba","2015-11-06 00:00:00","2015-11-06 00:00:00"
25,"Paraíba",15609,"Serra da Raiz","2015-11-06 00:00:00","2015-11-06 00:00:00"
25,"Paraíba",15930,"Sertãozinho","2015-11-06 00:00:00","2015-11-06 00:00:00"
25,"Paraíba",04009,"Campina Grande","2015-11-06 00:00:00","2015-11-06 00:00:00"
25,"Paraíba",06103,"Fagundes","2015-11-06 00:00:00","2015-11-06 00:00:00"
25,"Paraíba",08307,"Lagoa Seca","2015-11-06 00:00:00","2015-11-06 00:00:00"
25,"Paraíba",09206,"Massaranduba","2015-11-06 00:00:00","2015-11-06 00:00:00"
25,"Paraíba",12408,"Puxinanã","2015-11-06 00:00:00","2015-11-06 00:00:00"
25,"Paraíba",12507,"Queimadas","2015-11-06 00:00:00","2015-11-06 00:00:00"
25,"Paraíba",15807,"Serra Redonda","2015-11-06 00:00:00","2015-11-06 00:00:00"
25,"Paraíba",03803,"Caldas Brandão","2015-11-06 00:00:00","2015-11-06 00:00:00"
25,"Paraíba",06400,"Gurinhém","2015-11-06 00:00:00","2015-11-06 00:00:00"
25,"Paraíba",06806,"Ingá","2015-11-06 00:00:00","2015-11-06 00:00:00"
25,"Paraíba",06905,"Itabaiana","2015-11-06 00:00:00","2015-11-06 00:00:00"
25,"Paraíba",07200,"Itatuba","2015-11-06 00:00:00","2015-11-06 00:00:00"
25,"Paraíba",07606,"Juarez Távora","2015-11-06 00:00:00","2015-11-06 00:00:00"
25,"Paraíba",09404,"Mogeiro","2015-11-06 00:00:00","2015-11-06 00:00:00"
25,"Paraíba",12754,"Riachão do Bacamarte","2015-11-06 00:00:00","2015-11-06 00:00:00"
25,"Paraíba",13109,"Salgado de São Félix","2015-11-06 00:00:00","2015-11-06 00:00:00"
25,"Paraíba",01302,"Aroeiras","2015-11-06 00:00:00","2015-11-06 00:00:00"
25,"Paraíba",06251,"Gado Bravo","2015-11-06 00:00:00","2015-11-06 00:00:00"
25,"Paraíba",09909,"Natuba","2015-11-06 00:00:00","2015-11-06 00:00:00"
25,"Paraíba",13158,"Santa Cecília","2015-11-06 00:00:00","2015-11-06 00:00:00"
25,"Paraíba",17001,"Umbuzeiro","2015-11-06 00:00:00","2015-11-06 00:00:00"
25,"Paraíba",01401,"Baía da Traição","2015-11-06 00:00:00","2015-11-06 00:00:00"
25,"Paraíba",04033,"Capim","2015-11-06 00:00:00","2015-11-06 00:00:00"
25,"Paraíba",05238,"Cuité de Mamanguape","2015-11-06 00:00:00","2015-11-06 00:00:00"
25,"Paraíba",05279,"Curral de Cima","2015-11-06 00:00:00","2015-11-06 00:00:00"
25,"Paraíba",07101,"Itapororoca","2015-11-06 00:00:00","2015-11-06 00:00:00"
25,"Paraíba",07309,"Jacaraú","2015-11-06 00:00:00","2015-11-06 00:00:00"
25,"Paraíba",08901,"Mamanguape","2015-11-06 00:00:00","2015-11-06 00:00:00"
25,"Paraíba",09057,"Marcação","2015-11-06 00:00:00","2015-11-06 00:00:00"
25,"Paraíba",09305,"Mataraca","2015-11-06 00:00:00","2015-11-06 00:00:00"
25,"Paraíba",12721,"Pedro Régis","2015-11-06 00:00:00","2015-11-06 00:00:00"
25,"Paraíba",12903,"Rio Tinto","2015-11-06 00:00:00","2015-11-06 00:00:00"
25,"Paraíba",04900,"Cruz do Espírito Santo","2015-11-06 00:00:00","2015-11-06 00:00:00"
25,"Paraíba",07903,"Juripiranga","2015-11-06 00:00:00","2015-11-06 00:00:00"
25,"Paraíba",09107,"Mari","2015-11-06 00:00:00","2015-11-06 00:00:00"
25,"Paraíba",11509,"Pilar","2015-11-06 00:00:00","2015-11-06 00:00:00"
25,"Paraíba",12762,"Riachão do Poço","2015-11-06 00:00:00","2015-11-06 00:00:00"
25,"Paraíba",14453,"São José dos Ramos","2015-11-06 00:00:00","2015-11-06 00:00:00"
25,"Paraíba",15005,"São Miguel de Taipu","2015-11-06 00:00:00","2015-11-06 00:00:00"
25,"Paraíba",15302,"Sapé","2015-11-06 00:00:00","2015-11-06 00:00:00"
25,"Paraíba",15971,"Sobrado","2015-11-06 00:00:00","2015-11-06 00:00:00"
25,"Paraíba",01807,"Bayeux","2015-11-06 00:00:00","2015-11-06 00:00:00"
25,"Paraíba",03209,"Cabedelo","2015-11-06 00:00:00","2015-11-06 00:00:00"
25,"Paraíba",04603,"Conde","2015-11-06 00:00:00","2015-11-06 00:00:00"
25,"Paraíba",07507,"João Pessoa","2015-11-06 00:00:00","2015-11-06 00:00:00"
25,"Paraíba",08604,"Lucena","2015-11-06 00:00:00","2015-11-06 00:00:00"
25,"Paraíba",00601,"Alhandra","2015-11-06 00:00:00","2015-11-06 00:00:00"
25,"Paraíba",03001,"Caaporã","2015-11-06 00:00:00","2015-11-06 00:00:00"
25,"Paraíba",11202,"Pedras de Fogo","2015-11-06 00:00:00","2015-11-06 00:00:00"
25,"Paraíba",11905,"Pitimbu","2015-11-06 00:00:00","2015-11-06 00:00:00"
26,"Pernambuco",01102,"Araripina","2015-11-06 00:00:00","2015-11-06 00:00:00"
26,"Pernambuco",02001,"Bodocó","2015-11-06 00:00:00","2015-11-06 00:00:00"
26,"Pernambuco",05301,"Exu","2015-11-06 00:00:00","2015-11-06 00:00:00"
26,"Pernambuco",06309,"Granito","2015-11-06 00:00:00","2015-11-06 00:00:00"
26,"Pernambuco",07307,"Ipubi","2015-11-06 00:00:00","2015-11-06 00:00:00"
26,"Pernambuco",09907,"Ouricuri","2015-11-06 00:00:00","2015-11-06 00:00:00"
26,"Pernambuco",14303,"Moreilândia","2015-11-06 00:00:00","2015-11-06 00:00:00"
26,"Pernambuco",15607,"Trindade","2015-11-06 00:00:00","2015-11-06 00:00:00"
26,"Pernambuco",09303,"Mirandiba","2015-11-06 00:00:00","2015-11-06 00:00:00"
26,"Pernambuco",12208,"Salgueiro","2015-11-06 00:00:00","2015-11-06 00:00:00"
26,"Pernambuco",13503,"São José do Belmonte","2015-11-06 00:00:00","2015-11-06 00:00:00"
26,"Pernambuco",14006,"Serrita","2015-11-06 00:00:00","2015-11-06 00:00:00"
26,"Pernambuco",16100,"Verdejante","2015-11-06 00:00:00","2015-11-06 00:00:00"
26,"Pernambuco",00104,"Afogados da Ingazeira","2015-11-06 00:00:00","2015-11-06 00:00:00"
26,"Pernambuco",03405,"Calumbi","2015-11-06 00:00:00","2015-11-06 00:00:00"
26,"Pernambuco",03900,"Carnaíba","2015-11-06 00:00:00","2015-11-06 00:00:00"
26,"Pernambuco",05608,"Flores","2015-11-06 00:00:00","2015-11-06 00:00:00"
26,"Pernambuco",06903,"Iguaraci","2015-11-06 00:00:00","2015-11-06 00:00:00"
26,"Pernambuco",07109,"Ingazeira","2015-11-06 00:00:00","2015-11-06 00:00:00"
26,"Pernambuco",07703,"Itapetim","2015-11-06 00:00:00","2015-11-06 00:00:00"
26,"Pernambuco",11533,"Quixaba","2015-11-06 00:00:00","2015-11-06 00:00:00"
26,"Pernambuco",12471,"Santa Cruz da Baixa Verde","2015-11-06 00:00:00","2015-11-06 00:00:00"
26,"Pernambuco",12802,"Santa Terezinha","2015-11-06 00:00:00","2015-11-06 00:00:00"
26,"Pernambuco",13602,"São José do Egito","2015-11-06 00:00:00","2015-11-06 00:00:00"
26,"Pernambuco",13909,"Serra Talhada","2015-11-06 00:00:00","2015-11-06 00:00:00"
26,"Pernambuco",14402,"Solidão","2015-11-06 00:00:00","2015-11-06 00:00:00"
26,"Pernambuco",14600,"Tabira","2015-11-06 00:00:00","2015-11-06 00:00:00"
26,"Pernambuco",15904,"Tuparetama","2015-11-06 00:00:00","2015-11-06 00:00:00"
26,"Pernambuco",01201,"Arcoverde","2015-11-06 00:00:00","2015-11-06 00:00:00"
26,"Pernambuco",01805,"Betânia","2015-11-06 00:00:00","2015-11-06 00:00:00"
26,"Pernambuco",05103,"Custódia","2015-11-06 00:00:00","2015-11-06 00:00:00"
26,"Pernambuco",06606,"Ibimirim","2015-11-06 00:00:00","2015-11-06 00:00:00"
26,"Pernambuco",07000,"Inajá","2015-11-06 00:00:00","2015-11-06 00:00:00"
26,"Pernambuco",09154,"Manari","2015-11-06 00:00:00","2015-11-06 00:00:00"
26,"Pernambuco",14105,"Sertânia","2015-11-06 00:00:00","2015-11-06 00:00:00"
26,"Pernambuco",00203,"Afrânio","2015-11-06 00:00:00","2015-11-06 00:00:00"
26,"Pernambuco",03009,"Cabrobó","2015-11-06 00:00:00","2015-11-06 00:00:00"
