"SAO DOMINGOS DO ARAGUAIA","2015-11-06 00:00:00","2015-11-06 00:00:00"
"GOIANESIA DO PARA","2015-11-06 00:00:00","2015-11-06 00:00:00"
"PARAGOMINAS","2015-11-06 00:00:00","2015-11-06 00:00:00"
"TOME-ACU","2015-11-06 00:00:00","2015-11-06 00:00:00"
"SANTA LUZIA DO PARA","2015-11-06 00:00:00","2015-11-06 00:00:00"
"JACUNDA","2015-11-06 00:00:00","2015-11-06 00:00:00"
"CANAA DOS CARAJAS","2015-11-06 00:00:00","2015-11-06 00:00:00"
"TUCURUI","2015-11-06 00:00:00","2015-11-06 00:00:00"
"PARAUAPEBAS","2015-11-06 00:00:00","2015-11-06 00:00:00"
"MOJU","2015-11-06 00:00:00","2015-11-06 00:00:00"
"AURORA DO PARA","2015-11-06 00:00:00","2015-11-06 00:00:00"
"BAIAO","2015-11-06 00:00:00","2015-11-06 00:00:00"
"REDENTORA","2015-11-06 00:00:00","2015-11-06 00:00:00"
"CORONEL VIVIDA","2015-11-06 00:00:00","2015-11-06 00:00:00"
"PLANALTO","2015-11-06 00:00:00","2015-11-06 00:00:00"
"ENGENHO VELHO","2015-11-06 00:00:00","2015-11-06 00:00:00"
"BARAO DE ANTONINA","2015-11-06 00:00:00","2015-11-06 00:00:00"
"JOSE BOITEUX","2015-11-06 00:00:00","2015-11-06 00:00:00"
"INACIO MARTINS","2015-11-06 00:00:00","2015-11-06 00:00:00"
"GUAIRA","2015-11-06 00:00:00","2015-11-06 00:00:00"
"AVAI","2015-11-06 00:00:00","2015-11-06 00:00:00"
"VICENTE DUTRA","2015-11-06 00:00:00","2015-11-06 00:00:00"
"AGUA SANTA","2015-11-06 00:00:00","2015-11-06 00:00:00"
"BENJAMIN CONSTANT DO SUL","2015-11-06 00:00:00","2015-11-06 00:00:00"
"CHOPINZINHO","2015-11-06 00:00:00","2015-11-06 00:00:00"
"CHARRUA","2015-11-06 00:00:00","2015-11-06 00:00:00"
"SEARA","2015-11-06 00:00:00","2015-11-06 00:00:00"
"MANGUEIRINHA","2015-11-06 00:00:00","2015-11-06 00:00:00"
"TOMAZINA","2015-11-06 00:00:00","2015-11-06 00:00:00"
"ENTRE RIOS","2015-11-06 00:00:00","2015-11-06 00:00:00"
"NOVA LARANJEIRAS","2015-11-06 00:00:00","2015-11-06 00:00:00"
